duration,artist_familiarity,artist_hotttnesss,tempo,loudness,key,time_signature,end_of_fade_in,mode,start_of_fade_out,song_hotttnesss
192.23465,0.840963901,0.587869152,167.263,6.216,1,1,0,1,187.826,0.839849896
102.94812,0.691850737,0.467885511,161.196,7.42,9,1,0.316,1,97.263,0.545937381
216.92036,0.655921418,0.578301634,123.943,8.238,0,4,0.2,1,209.572,0.549342332
222.14485,0.819132291,0.485881459,182.98,4.487,6,4,0.328,0,212.161,0.270775999
201.03791,0.560256828,0.341904574,128.664,19.87,0,1,0,1,191.466,0.405115722
216.05832,0.483388547,0.37368526,157.001,4.773,6,4,0.113,1,206.878,0.473346541
232.80281,0.519246036,0.427816989,98.623,7.716,7,4,0.206,1,220.317,0.383934684
254.82404,0.268834253,0,104.02,7.632,11,4,1.437,0,248.512,0.28
233.42975,0.567510986,0.430897609,220.031,6.209,10,4,0.102,0,225.495,0.427446571
253.49179,0.839275393,0.550762085,101.544,7.986,10,4,1.03,0,243.188,0.672554372
159.60771,0.508676201,0.377888131,125.1,9.224,9,4,0.403,1,153.925,0.531722098
254.51057,0.906619152,0.563403566,91.97,4.952,1,4,0.125,1,241.458,0.494469709
149.99465,0.635606117,0.371777228,110.768,9.035,5,4,0.223,1,147.18,0.265861049
354.06322,0.478770834,0.327875295,105.982,11.96,7,4,0.067,1,336.202,0.403798072
213.55057,0.621587525,0.401936415,135.958,5.15,5,4,0.374,1,208.962,0.646151234
252.86485,0.697434586,0.477798988,93.32,15.644,5,5,0,0,248.471,0.49271364
203.83302,0.470414614,0.310298996,126.555,13.341,2,4,0,1,198.798,0.334706549
225.20118,0.545803433,0.336141578,142.946,3.198,10,5,0.104,1,219.649,0.499664862
192.26077,0.50087616,0.379228069,155.049,8.228,11,4,2.067,0,188.111,0.288481643
180.79302,0.059626097,0,92.277,11.19,2,4,0,0,180.793,0.3
276.45342,0.636436672,0.429097812,150.012,6.51,7,4,0,1,267.476,0.649950408
223.92118,0.804523521,0.586433379,84.956,6.465,5,4,0,1,218.117,0.754321059
242.28526,0.630928608,0.461558452,152.02,10.481,6,4,0.16,0,230.284,0.215080319
295.94077,0.325913065,0,120.954,8.637,2,4,0.229,1,272.387,0.270746494
82.85995,0.798645179,0.552413346,159.212,19.368,4,3,0.172,0,80.167,0.71817979
274.46812,0.550874224,0.394345275,116.829,10.164,4,4,0.062,1,253.626,0.215080319
170.84036,0.668674533,0.467538444,145.18,2.323,10,4,0,1,167.277,0.556739869
257.20118,0.54858513,0.383524247,101.663,7.884,7,4,0.125,1,238.904,0.254921543
259.52608,0.627375834,0.364629908,140.056,16.765,4,3,0.096,0,244.233,0.572920148
317.36118,0.826075467,0.599602643,112.277,4.061,10,4,0,1,299.508,0.656280958
244.87138,0.586154418,0.341259912,120.521,10.815,9,4,0.194,0,240.536,0.269341056
318.45832,0.426882762,0.333303418,71.533,11.58,2,4,0.287,1,309.267,0.292097404
237.45261,0.698452539,0.502974636,158.57,13.486,10,4,5.317,1,218.506,0.43965466
149.18485,0.113542933,0.312827767,120.183,7.848,2,4,0.214,1,143.941,0.405115722
126.87628,0.034506436,0,173.221,6.962,7,4,0,1,123.699,0.26
209.97179,0.257251522,0.138461596,93.265,7.094,0,4,0.386,1,200.446,0.26
329.37751,0.796337059,0.582921576,150.077,5.626,10,4,0.079,0,319.24,0.860070194
167.6273,0.570825323,0.403588238,123.094,14.904,6,4,0.189,0,156.497,0.525497119
184.37179,0.450562133,0.291451821,130.12,3.663,4,4,2.624,0,169.912,0.495293621
330.26567,0.567313224,0.580013183,133.155,7.294,5,5,3.21,1,307.084,0.365143804
260.33587,0.847451713,0.779968005,140.027,3.693,5,4,0.352,1,252.819,0.41910578
269.322,0.564710159,0.415937641,140.044,9.041,0,4,0.212,1,250.363,0.511424326
180.37506,0.221726078,0.282402199,60.509,16.067,7,5,1.52,1,173.169,0.26
128.83546,0.636418948,0.465499679,139.972,8.966,5,4,0,0,116.599,0.62646424
168.12363,0.488160852,0.29911258,94.994,14.058,5,1,0.138,0,153.734,0.23571423
184.05832,0.844039532,0.524378988,131.121,6.547,1,4,0.189,1,175.676,0.594362489
282.85342,0.765357013,0.755149913,125.958,7.341,9,4,7.941,1,282.853,0.520526511
241.97179,0.565089892,0.448593803,171.329,9.295,1,3,3.431,1,227.91,0.488289876
291.83955,0.632008013,0.144684661,82.733,14.199,10,4,0.484,1,274.419,0.38089898
74.68363,0.591562633,0.407239716,104.805,3.599,5,1,0,0,74.684,0.548678056
187.24526,0.730246319,0.520489571,109.072,5.73,1,5,0,1,187.245,0.494489518
280.00608,0.7127449,0.47070039,99.059,9.429,1,4,0.148,1,265.346,0.775235362
262.24281,0.620963981,0.413254693,130.513,8.285,0,3,0.218,1,255.176,0.304169503
211.9571,0.567510986,0.430897609,120.583,11.331,1,4,0,0,207.853,0.334706549
46.86322,0.404197926,0.299656226,111.006,17.532,6,1,0,1,43.027,0.424090811
233.66485,0.587466437,0.485198263,160.052,11.104,4,3,0,0,219.794,0.56633949
109.16526,0.641172818,0.43676907,63.334,19.736,7,5,0.235,1,98.081,0.304169503
215.43138,0.595166585,0.398908898,157.532,12.067,2,4,0.195,1,212.927,0.743943725
116.4273,0.491695071,0.326429668,130.815,9.873,7,1,0.09,1,107.7,0.405115722
31.42485,0.240387119,0,123.709,12.483,4,4,0,1,31.425,0.29
207.20281,0.750479817,0.538491128,154.603,14.799,4,4,0.166,0,203.244,0.365143804
211.74812,0.584989173,0.344405445,216.196,5.184,5,7,0.142,1,199.848,0.494489518
279.74485,0.593119272,0.37300074,172.35,9.027,8,3,0,0,272.747,0.510018725
133.82485,0.840590438,0.546545162,120.663,8.06,10,4,0.456,0,133.825,0.372530039
267.67628,0.606885311,0.397594324,176.349,10.96,5,4,6.24,1,260.946,0.419674279
166.42567,0.651583436,0.405025455,117.368,8.107,2,4,0,1,162.058,0.650014515
259.63057,0.768004235,0.560819769,130.098,7.295,10,1,4.708,0,257.295,0.360370583
277.10649,0.560578608,0.222794125,116.992,7.077,5,4,0,1,267.703,0.245284296
199.28771,0.63419618,0.441945161,141.749,3.353,2,4,2.212,1,195.483,0.567591725
227.70893,0.842431482,0.526458223,87.953,8.901,1,4,2.519,1,223.266,0.927112122
227.94404,0.601891975,0.38065636,84.001,10.242,0,1,3.901,1,215.754,0.239629098
225.74975,0.543971487,0.358685666,110.598,15.893,8,4,0,1,205.967,0.433861382
201.92608,0.541033427,0.423808444,144.232,14.361,10,4,0.184,1,191.594,0.323112121
199.05261,0.603882792,0.394282621,86.463,22.272,4,4,0.241,0,184.366,0.313562114
274.78159,0.845373304,0.534429714,92.998,5.958,4,5,0.113,1,260.777,0.22847373
1598.1971,0.686811617,0.443875676,74.384,7.638,10,7,1.03,1,1588.216,0.392008771
184.00608,0.864867842,0.766076164,127.15,2.895,4,4,0.084,0,175.525,0.43483809
338.12853,0.472247769,0.316724551,84.895,13.422,9,4,0,0,330.141,0.266955186
90.90567,0.732661132,0.458439468,108.445,9.505,8,4,0,1,82.042,0.658202537
210.54649,0.838924311,0.607792751,130.325,12.26,1,1,7.007,0,196.545,0.535106025
140.40771,0.773491324,0.500459151,207.974,4.459,2,4,0,0,136.214,0.715511707
197.22404,0.624200328,0.369076871,176.279,23.549,0,4,0,1,188.714,0.265861049
219.81995,0.80955221,0.583147022,91.011,3.67,8,4,0.119,1,211.598,0.638646723
243.25179,0.685435384,0.432669353,89.925,4.403,6,4,0.311,1,232.519,0.239629098
227.36934,0.615106846,0.345610204,103.621,15.712,0,4,8.702,1,211.116,0.265861049
197.72036,0.366302895,0,120.138,12.745,4,3,0.078,0,190.195,0.253834736
281.52118,0.601305751,0.363675677,201.006,13.358,9,4,0.285,1,267.273,0.624833534
183.58812,0.408850475,0.338992803,142.895,2.713,7,4,0.206,0,172.832,0.43483809
194.45506,0.325700771,0.373832894,89.001,5.729,0,4,0.19,1,179.891,0.251871737
175.25506,0.616896386,0.416503946,84.894,17.186,8,5,0.531,1,167.056,0.355285536
271.85587,0.495066661,0.372179878,74.392,13.983,0,3,0.316,1,263.425,0.288481643
269.81832,0.60104754,0.364556676,120.859,8.525,11,4,0.17,0,263.964,0.32316127
120.86812,0.676492513,0.4695139,170.081,6.72,6,5,0,1,120.868,0.553766592
229.45914,0.862099767,0.530772085,82.282,3.8,9,4,2.322,1,217.641,0.689572199
255.21587,0.589190725,0.439438996,138.378,6.778,9,4,0.257,1,236.507,0.262308997
155.03628,0.522888132,0.30571906,99.901,6.611,4,4,0.247,1,152.213,0.458288207
169.58649,0.494940623,0.340497416,148.012,4.333,0,4,0,1,163.614,0.245925347
276.79302,0.448025346,0.393622172,138.83,22.645,7,1,0.38,1,253.933,0.579728749
385.2273,0.741195239,0.395793546,94.005,6.965,1,4,0,1,353.228,0.495123936
53.31546,0.611801471,0.399042081,79.685,23.155,6,4,2.026,0,53.315,0.212045405
189.43955,0,0.251599924,118.66,9.215,2,1,0.243,1,174.132,0.215080319
186.5922,0.643982591,0.406626217,159.502,15.45,4,3,0.148,0,172.803,0.599660358
161.802,0.059626097,0,115.937,12.011,10,4,0,1,161.802,0.27
258.19383,0.622383754,0.368196028,180.327,5.319,2,1,0.183,1,255.878,0.392008771
250.85342,0.5291028,0.411364132,168.935,12.439,2,4,0.223,1,239.496,0.265861049
152.65914,0.567814264,0.376688631,181.748,3.478,2,1,0,1,143.755,0.299877488
289.30567,0.871010615,0.804830428,174.69,2.973,7,4,2.02,1,277.211,0.813003556
237.97506,0.610713219,0.425126208,86.006,12.008,9,5,0,0,228.142,0.506270994
181.62893,0.694098145,0.467552021,96.22,14.808,5,4,0,1,181.629,0.727506434
106.60526,0.507016081,0.421388265,93.594,9.104,10,3,0.345,1,102.47,0.542035897
257.95873,0.321448433,0,124.487,11.401,4,4,0.148,1,244.065,0.229144104
229.01506,0.687478318,0.516234384,87.899,4.774,4,4,0,0,225.553,0.268165186
241.68444,0.590818773,0.420945486,140.025,8.948,0,4,0.154,0,222.662,0.319686859
153.33832,0.651045661,0.401723686,133.986,5.92,4,4,0,1,141.56,0.658202537
307.51302,0.024808158,0,164.698,17.83,4,4,0,0,298.028,0.3
241.03138,0.680332846,0.397803707,96.989,6.297,2,4,0.094,1,229.68,0.48456253
238.94159,0.61828473,0.414275682,139.977,3.394,0,4,0.309,1,233.471,0.487112195
383.29424,0.645720023,0.543954417,147.83,12.338,4,1,0,1,383.294,0.564985964
222.30159,0.640757317,0.451219237,161.456,7.3,4,4,0.531,1,219.458,0.659300406
234.762,0.606611264,0.441366585,205.245,12.455,0,4,0.27,1,228.49,0.785025092
142.52363,0.813013089,0.548533655,229.808,10.596,5,4,0.143,0,133.12,0.636145536
128.93995,0.429349278,0.277789967,206.454,16.683,8,4,0.728,1,125.19,0.364612477
416.44363,0.588827101,0.379671125,147.055,17.518,1,1,0,1,407.789,0.255070002
184.55465,0.754917645,0.507464243,86.971,8.7,7,4,0.27,1,173.099,0.386790177
381.17832,0.852638932,0.535763158,134.5,6.36,7,4,0,1,377.295,0.693464248
265.61261,0.575646718,0.384079784,153.211,5.145,10,7,0,0,253.301,0.494489518
273.78893,0.774037142,0.521726648,193.575,10.27,4,1,0.328,0,269.903,0.629493247
162.69016,0.499955343,0.322814384,98.085,4.347,2,7,0,0,140.742,0.540013926
211.87873,0.672680593,0.476389109,152.457,4.309,4,4,0,0,207.778,0.497833215
286.58893,0.038867537,0,139.963,9.134,4,3,0.327,0,277.972,0.25
261.79873,0.687023631,0.475085634,200.199,7.51,8,4,0.357,1,258.664,0.454192988
242.70322,0.63259242,0.497690507,69.704,13.558,2,1,0.334,1,235.381,0.262391598
149.2371,0.247485184,0,152.363,21.63,2,4,2.299,1,143.975,0.26
111.80363,0.5069025,0.348736698,91.76,13.411,7,4,0.461,1,111.804,0.405115722
325.11955,0.840590438,0.546545162,126.773,5.094,6,4,0.479,1,308.297,0.588385843
237.68771,0.694983409,0.429780286,94.009,10.906,6,4,0.264,0,213.879,0.568964583
204.25098,0.729149441,0.522277897,168.459,5.145,7,4,0.142,1,197.277,0.651523157
78.75873,0.481163683,0.362371721,186.501,6.893,4,1,0,1,75.233,0.203008916
77.94893,0.603382768,0.449423635,117.996,5,6,5,0,0,77.949,0.355285536
265.1424,0.646277331,0.344813625,78.588,8.072,9,3,0,0,259.692,0.222587087
291.57832,0.670615396,0.503151606,189.524,19.544,7,4,0.102,1,280.143,0.469712431
141.24363,0.534464352,0.368689373,86.296,10.401,7,4,0.955,1,132.464,0.405115722
279.74485,0.567313224,0.580013183,187.566,9.86,4,4,0.681,0,263.25,0.22154866
390.66077,0.707199764,0.51346329,161.47,10.478,7,4,0,1,390.661,0.79902352
188.94322,0.609294155,0.373060493,134.552,9.224,4,4,0.241,0,180.303,0.54287719
163.63057,0.496224085,0.347249717,146.143,13.01,7,3,0.328,1,151.986,0.270775999
269.94893,0.75100762,0.523699078,124.973,4.357,5,4,5.358,0,250.955,0.730009843
260.20526,0.889460725,0.612067268,149.913,6.259,5,4,0.375,0,249.388,0.667279494
202.23955,0.607919978,0.398727123,146.013,5.099,4,1,0,0,199.059,0.525497119
218.40934,0.44276965,0.294986617,150.799,9.71,9,4,0.195,1,195.408,0.265861049
148.92363,0.842423318,0.56485575,95.611,4.912,9,4,0.078,1,146.588,0.635164598
228.62322,0.49145852,0.381044109,104.587,4.739,5,4,0.078,1,215.911,0.631600818
52.79302,0.605762456,0.385425325,146.852,13.149,1,3,2.479,1,48.03,0.720274943
221.49179,0.60464469,0.398862597,131.981,10.771,7,4,0,1,221.492,0.424539052
274.59873,0.878811343,0.653897217,131.279,6.209,7,4,0,1,255.779,0.707668305
461.24363,0.204725766,0.257075915,85.322,5.497,8,3,4.133,1,456.824,0.29
414.1971,0.283933225,0,120.039,4.017,7,4,0.084,1,405.496,0.26
291.13424,0.492440728,0.338946969,93.331,12.446,3,5,0.108,1,287.794,0.375984302
216.89424,0.530631077,0.326235946,160.158,5.893,9,4,0.27,1,207.981,0.638227964
230.53016,0.680620248,0.440326073,97.004,11.485,11,4,0.368,1,220.479,0.215080319
217.96526,0.719313234,0.472748273,107.657,10.011,4,1,0.073,1,204.138,0.581493637
261.14567,0.851073009,0.590449277,105.324,14.957,8,4,0.752,0,228.595,0.496175336
113.47546,0.850728266,0.542054631,190.922,3.761,8,3,0.214,1,113.475,0.616797019
208.48281,0.585514007,0.364914035,117.947,8.066,8,4,0.09,1,197.23,0.780157224
128.49587,0.729149441,0.522277897,185.409,4.625,7,4,0.461,1,128.496,0.604788516
412.21179,0.618296844,0.375374819,115.007,28.346,2,4,0.293,0,402.808,0.265861049
340.50567,0.580367095,0.359662997,96.311,13.807,7,4,0.428,1,329.59,0.405115722
249.05098,0.533724477,0.370747684,140.462,9.29,0,4,0.177,1,245.487,0.252406051
524.87791,0.844085061,0.71366982,118.101,7.219,1,4,0.708,1,500.018,0.701040475
165.09342,0.596189938,0.396521303,194.028,14.328,7,4,0.316,0,153.101,0.251981899
330.97098,0.510660236,0.333770845,101.529,16.934,7,4,2.148,1,315.902,0.265861049
169.66485,0.732603394,0.497050959,148.458,3.968,11,5,0.199,0,156.636,0.651303726
212.84526,0.673238691,0.479204558,127.962,4.014,4,3,0,1,209.032,0.50111684
229.53751,0.422386809,0.319980033,163.725,11.957,0,7,0,1,219.777,0.212045405
175.98649,0.486047711,0.380565168,101.485,11.91,10,3,0.473,1,169.268,0.263689888
219.74159,0.484311162,0.351841896,139.778,4.866,2,4,0.566,1,214.454,0.405115722
380.682,0.629751605,0.531411752,110.255,7.736,2,5,0.177,1,341.769,0.679686055
289.59302,0.567875031,0.405596195,152,5.247,4,4,8.702,0,264.202,0.425304242
79.93424,0.603382768,0.449423635,81.224,5.031,6,5,0,0,79.934,0.428702263
261.642,0.75738997,0.51676403,96.716,10.294,7,4,2.351,1,246.619,0.253587057
314.06975,0.492440728,0.338946969,91.979,10.203,0,4,0.165,1,302.231,0.265861049
419.68281,0.574400789,0.446071584,91.498,6.407,11,3,0.142,1,412.758,0.548678056
88.58077,0.591846287,0.37246298,203.994,3.211,5,1,0,1,84.184,0.372530039
192.20853,0.693009204,0.498668875,120.938,6.924,5,4,0,0,188.801,0.615654845
179.04281,0.656759788,0.4104772,166.036,13.666,2,1,0,1,171.642,0.754716332
152.45016,0.707332699,0.603876487,95.981,12.144,8,4,0.467,1,144.811,0.270775999
383.16363,0.563845985,0.344540601,121.896,16.486,1,4,0.357,1,379.246,0.265861049
252.08118,0.822432829,0.531303319,125.022,8.706,11,4,0.514,0,234.887,0.270775999
170.05669,0.612657824,0.457611174,72.073,9.502,9,4,0,1,170.057,0.270775999
244.74077,0.576053723,0.385878058,84.826,12.121,0,5,2.554,1,216.874,0.613045836
296.85506,0.749876367,0.528302262,145.271,6.966,3,4,19.336,1,290.482,0.717391634
246.36036,0.588379458,0.364735612,130.786,5.833,0,4,0.078,1,240.042,0.697651732
289.2273,0.834564098,0.54021645,162.069,5.676,0,4,3.512,1,278.558,0.733549594
211.90485,0.522423829,0.41759188,160.598,7.033,0,4,0.119,1,202.368,0.266955186
515.36934,0.537088297,0.352919184,129.088,4.694,4,3,0.427,0,476.7,0.443291312
170.94485,0.421960437,0.34563734,69.768,16.407,8,4,0.203,1,165.581,0.641771193
358.19057,0.418701467,0.144684661,91.215,9.298,6,3,0,1,352.839,0.245236333
254.45832,0.515312738,0.296905207,142.351,7.893,4,3,0,0,246.021,0.270775999
278.96118,0.675384812,0.633339909,80.7,5.563,9,4,0.177,1,262.844,0.574693297
314.48771,0.558007752,0.414780659,216.023,10.215,8,4,0,0,302.852,0.360370583
137.84771,0.419941275,0.24913723,122.842,13.915,10,1,0.795,1,128.604,0.257216092
163.83955,0.463593719,0.367731935,154.631,10.187,3,4,0.2,1,157.025,0.624833534
255.50322,0.690809096,0.450093382,176.16,8.247,7,4,10.374,1,234.969,0.609043943
192.88771,0.239564976,0,150.75,13.533,3,4,0.294,1,179.769,0.25
316.96934,0.843526543,0.825639111,187.844,7.896,7,4,3.454,1,306.556,0.674436804
278.54322,0.870033797,0.54632612,82.789,11.958,6,5,0,1,266.437,0.485122364
266.89261,1,0.826777013,126.983,6.102,5,4,0,0,261.683,0.644116784
117.08036,0.739435997,0.36187851,189.987,2.191,2,4,0,1,112.948,0.537503904
243.98322,0.514967583,0.352895442,100.046,4.296,4,4,0.245,1,235.683,0.419125893
279.58812,0.282317588,0,119.017,13.515,5,4,0,1,276.335,0.3
258.42893,0.498946148,0.339020747,81.492,6.115,5,4,4.348,0,245.719,0.319565987
151.01342,0.508676201,0.377888131,131.966,10.133,7,4,0.286,1,142.646,0.427446571
391.02649,0.548185196,0.361105938,110.897,7.078,0,7,0.16,1,386.984,0.514298331
184.45016,0.552719818,0.371711094,85.131,16.45,9,4,2.978,0,178.434,0.531722098
140.30322,0.659944919,0.434696913,123.26,11.031,10,4,0,1,136.272,0.499445835
78.81098,0.516021359,0.34852689,146.677,13.484,0,4,0.398,1,74.507,0.25751012
201.50812,0.546116884,0.39840752,163.519,11.378,7,7,0.34,0,196.011,0.503381236
257.2273,0.631151242,0.432754337,105.994,8.086,7,4,0.247,1,238.782,0.400039657
287.92118,0.626957723,0.434859589,87.013,10.166,1,7,3.193,0,274.826,0.212045405
157.57016,0.583443024,0.385787615,157.446,8.884,10,4,0,1,151.11,0.56574994
203.62404,0.421132725,0.318834231,120.548,6.917,4,4,0.299,1,196.284,0.503381236
235.04934,0.712662163,0.430697046,90.507,9.642,5,4,0,0,230.284,0.542307526
324.07465,0.587029626,0.410850787,160.02,9.423,8,4,0,1,309.313,0.505487343
313.20771,0.681598553,0.537537201,136.767,7.465,11,4,0.344,1,303.398,0.474054831
248.34567,0.576053723,0.385878058,65.264,13.434,8,1,2.757,1,236.64,0.494489518
181.18485,0.615504103,0.439836359,121.764,7.301,0,3,0.085,1,178.033,0.49271364
134.03383,0.552021062,0.363930188,117.464,8.763,9,4,0,1,127.745,0.678221627
254.35383,0.628560156,0.29296817,168.36,6.367,10,3,0.148,1,245.232,0.215080319
203.91138,0.93796475,0.566622888,140.878,3.237,2,4,0,0,191.216,0.720431538
176.43057,0.720808697,0.467133519,140.111,2.741,9,4,0.113,0,165.605,0.643478686
204.14649,0.822432829,0.531303319,114.902,4.556,2,1,0.444,1,192.83,0.301681757
175.17669,0.082405923,0,177.931,9.366,2,4,3.222,1,175.177,0.26
265.29914,0.612912573,0.395999523,111.824,9.279,6,4,0,0,243.659,0.265861049
285.51791,0.589190725,0.439438996,142.432,5.227,7,4,0.184,1,268.597,0.330234683
175.80363,0.714268533,0.505453153,93.061,5.911,2,4,0.061,0,166.429,0.600471581
51.01669,0.665322162,0.394217199,78.16,20.499,0,1,0.088,1,47.183,0.673959844
113.65832,0.743129776,0.493566843,109.265,10.152,2,3,0,1,100.223,0.386790177
121.96526,0.592797346,0.453629718,75.669,13.322,8,3,0,0,116.796,0.509640966
231.47057,0.401020176,0.297320738,182.962,7.797,5,3,0,1,223.898,0.377075195
96.65261,0.244272112,0,115.954,8.518,0,1,0.305,1,89.861,0.21
280.81587,0.826513629,0.628228387,108.047,12.346,4,4,0,0,262.246,0.407233015
118.38649,0.596602385,0.399186285,173.581,10.285,9,4,0.438,1,110.01,0.214864227
367.01995,0.519342409,0.330647741,85.005,7.494,9,4,0,0,352.63,0.266955186
52.87138,0.675295469,0.44269672,104.988,19.963,0,3,0,1,48.797,0.212045405
308.76689,0.508731241,0.332930951,91.548,13.143,9,5,0.758,0,303.775,0.340922756
84.63628,0.705870924,0.491178954,166.092,18.7,0,4,0,1,72.464,0.572593045
294.53016,0.485921286,0.353156297,137.908,13.006,5,5,0.293,1,291.312,0.23951718
229.98159,0.611801471,0.399042081,111.577,19.64,9,3,2.815,1,216.805,0.313562114
230.37342,0.731065756,0.509878708,139.841,12.283,2,4,1.216,1,212.143,0.616922368
459.33669,0.449241719,0.367006571,84.655,6.99,7,3,0.165,1,452.986,0.265861049
274.41587,0.865021511,0.916053228,134.027,7.446,2,4,0.322,1,258.305,0.810263613
276.4273,0.595660905,0.345241137,150.715,4.098,7,4,0.357,1,264.319,0.405115722
171.59791,0.842423318,0.56485575,93.458,4.029,9,1,0,1,166.487,0.574693297
165.51138,0.698532477,0.509456001,120.153,3.378,2,4,0.343,1,165.511,0.53066303
185.5473,0.6742378,0.46527021,122.376,19.633,0,4,0.531,1,175.572,0.496175336
199.31383,0.36830814,0.39764783,116.04,3.246,1,4,0,1,196.4,0.605855031
261.95546,0.6051397,0.420937755,106.009,9.559,9,4,0.188,0,240.506,0.727891634
59.32363,0.419941275,0.24913723,36.151,25.678,10,1,0.411,1,59.324,0.272632981
253.12608,0.69480252,0.561830538,116.36,8.662,4,4,0.194,1,226.197,0.407233015
202.91873,0.646815253,0.433173023,116.064,5.992,1,4,0,0,197.863,0.457447167
182.22975,0.595100752,0.345015639,100.032,8.666,0,4,0,1,168.693,0.223735622
198.66077,0.495078214,0.398036107,139.872,8.202,8,4,0.392,1,191.036,0.487956977
249.80853,0.504565762,0.349488482,123.474,15.069,5,3,0,1,244.669,0.248617724
298.00444,0.772272161,0.500119335,87.747,5.16,6,4,2.734,0,293.245,0.636635971
327.6273,0.687454095,0.448629112,107.32,7.144,10,3,0,0,309.052,0.419674279
228.75383,0.555904123,0.395478861,77.207,13.705,3,1,0.189,1,213.38,0.249199656
240.92689,0.725402921,0.454957395,129.824,3.424,1,3,0,1,237.854,0.731473357
328.56771,0.621414328,0.443930193,81.947,11.037,9,4,2.804,1,319.872,0.266955186
267.59791,0.686988955,0.606630152,73.507,13.306,10,5,0.478,0,265.392,0.450762242
159.4771,0.825192029,0.529165902,112.421,4.732,7,1,1.025,1,159.477,0.510962044
332.93016,0.731065756,0.509878708,119.461,8.416,10,4,0,1,326.06,0.598242155
232.61995,0.540881349,0.386630837,97.342,14.511,10,3,0.248,1,210.913,0.201387442
186.69669,0.416184081,0.285682007,89.091,4.594,1,1,0,1,182.056,0.57010593
165.61587,0.026088737,0,102.16,13.711,6,4,0.333,0,156.508,0.21
179.85261,0.164853301,0,199.483,6.031,10,3,0,1,177.493,0.23
108.38159,0.599529186,0.379294935,84.562,7.107,2,1,0.078,1,102.957,0.47643522
180.1922,0.703690572,0.529195922,81.256,17.81,0,4,0,1,169.407,0.231584988
96.10404,0.682355124,0.39364231,106.216,12.715,0,3,0,1,88.178,0.79034456
243.35628,0.872325597,0.535891043,171.85,3.165,10,4,0,1,231.282,0.591538929
220.70812,0.749796959,0.551552455,253.357,3.868,2,4,0.136,1,212.579,0.62921271
162.37669,0.561516207,0.400952119,100.928,6.111,5,4,0,0,153.31,0.579728749
198.84363,0.555985053,0.326848818,79.905,9.384,4,1,0,1,194.914,0.238718285
285.67465,0.508636229,0.372119119,130.042,10.084,0,4,0.125,1,277.972,0.43483809
295.31383,0.629751605,0.531411752,121.955,4.638,7,4,0,1,293.071,0.43965466
344.24118,0.557875168,0.359324727,125.363,11.685,0,4,0.09,1,340.405,0.542898743
232.12363,0.605109702,0.398547535,187.66,11.319,7,4,0.253,1,227.405,0.531722098
264.54159,0.701506287,0.364164341,109.996,7.918,0,4,0.362,1,249.272,0.445454525
183.17016,0.506778928,0.328413738,91.584,6.752,3,7,0.27,1,168.687,0.334706549
440.52853,0.614345532,0.406591477,135.053,10.744,6,4,0.241,1,398.385,0.340922756
196.17914,0.426882762,0.333303418,116.903,12.493,1,4,0.508,1,190.978,0.285175743
214.46485,0.655483478,0.445216987,90.983,9.06,9,3,0.177,0,214.465,0.413739836
228.93669,0.44104996,0.353000688,177.563,5.376,2,3,0.34,1,212.753,0.386790177
104.93342,0.697113663,0.518784102,60.017,5.625,1,1,0.229,0,100.833,0.645131437
146.88608,0.6742378,0.46527021,135.033,13.615,11,1,0.532,0,138.826,0.521659258
359.36608,0.713782886,0.529166983,122.934,6.637,0,4,0.078,1,359.366,0.515963631
222.92853,0.710445622,0.540630686,118.056,5.057,7,4,3.291,1,216.213,0.523166108
520.88118,0.61828473,0.414275682,141.746,5.532,7,5,0,1,499.995,0.450762242
165.38077,0.726959806,0.45686542,115.007,14.682,7,1,0,1,165.381,0.334706549
398.44526,0.665728336,0.456940558,150.3,9.244,1,4,0,1,387.634,0.64068403
165.38077,0.809323793,0.488019842,108.251,6.367,9,1,0,1,150.111,0.494489518
36.54485,0.490890399,0.308625023,148.748,16.397,3,4,0.31,1,36.545,0.215080319
181.96853,0.262850216,0,80.016,18.891,8,7,0.218,1,174.55,0.266955186
202.34404,0.481180212,0.379495651,118.155,9.535,4,4,0.136,1,190.409,0.288481643
204.56444,0.337361713,0.258106247,116.318,14.554,0,1,0.397,1,196.325,0.319565987
639.60771,0.327573794,0.285269897,121.075,10.825,1,5,0,1,639.608,0.368413733
223.29424,0.431691465,0.289430906,95.298,5.317,5,3,4.342,0,218.715,0.534127767
184.58077,0.925191958,0.662876286,168.02,3.426,2,4,0.061,1,179.304,0.917551963
198.16444,0.603602148,0.409484253,120.848,8.017,9,3,0,1,182.642,0.270775999
235.49342,0.509473277,0.354295581,140.143,6.299,2,4,0.177,1,223.155,0.202216974
277.39383,0.509380155,0.355667956,179.987,10.87,10,4,3.408,0,271.134,0.460484845
127.4771,0.698532477,0.509456001,161.874,2.445,2,1,0,1,127.477,0.604554485
79.93424,0.701260701,0.418894705,50.059,22.214,0,4,0.258,1,76.788,0.621126117
146.02404,0.620392056,0.390660523,133.312,11.693,0,1,0.347,1,133.224,0.641228738
258.19383,0.706827671,0.416173065,92.927,19.933,7,3,2.792,1,252.36,0.360370583
187.92444,0.662670206,0.378969801,210.957,6.984,7,4,0,0,185.365,0.518759898
234.9971,0.376419611,0.208578174,137.714,14.835,11,1,0,1,220.787,0.335920479
